,F_FUND_CODE,F_SETUP_DATE,F_STYLE_CODE,F_STYLE_NAME
637,5000,2017/9/29,B02,混合->积极配置型
638,5111,2017/9/29,B02,混合->积极配置型
639,2997,2016/8/25,C01,债券->纯债型
640,3190,2016/8/22,B01,混合->灵活配置型
641,3821,2016/12/6,B01,混合->灵活配置型
642,2871,2016/8/9,B01,混合->灵活配置型
643,3191,2016/8/22,B01,混合->灵活配置型
647,3166,2016/8/19,B01,混合->灵活配置型
648,2872,2016/8/9,B01,混合->灵活配置型
649,2838,2016/8/9,B01,混合->灵活配置型
650,519507,2013/8/15,D,货币基金
651,1101,2016/7/21,D,货币基金
652,2518,2016/8/22,B01,混合->灵活配置型
653,3073,2016/8/30,C01,债券->纯债型
654,3074,2016/8/30,C01,债券->纯债型
655,519136,2016/8/15,C01,债券->纯债型
656,2037,2016/11/18,B01,混合->灵活配置型
657,2038,2016/11/18,B01,混合->灵活配置型
658,3471,2016/10/18,C03,债券->二级债基
659,3660,2016/11/11,C01,债券->纯债型
660,3661,2016/11/11,C01,债券->纯债型
661,519501,2013/8/15,D,货币基金
662,3472,2016/10/18,C03,债券->二级债基
663,50023,2012/2/29,C03,债券->二级债基
664,2571,2016/5/17,C03,债券->二级债基
665,2716,2016/4/29,C01,债券->纯债型
668,362,2013/12/17,B01,混合->灵活配置型
669,163825,2017/11/9,C01,债券->纯债型
670,519160,2013/11/13,C01,债券->纯债型
671,369,2013/12/10,E,QDII
672,496,2014/5/7,B01,混合->灵活配置型
673,1429,2015/6/24,B03,混合->保守配置型
674,166014,2012/12/12,D,货币基金
675,511900,2015/11/24,D,货币基金
676,4442,2017/3/15,B03,混合->保守配置型
677,1067,2015/2/25,B01,混合->灵活配置型
678,160924,2017/8/10,A0201,纯指数型
679,1119,2015/3/20,B01,混合->灵活配置型
680,1157,2015/4/8,B01,混合->灵活配置型
681,1172,2015/4/14,B01,混合->灵活配置型
682,988,2015/4/15,E,QDII
683,160638,2015/5/18,A0201,纯指数型
684,1257,2015/5/29,C03,债券->二级债基
685,1258,2015/5/29,C03,债券->二级债基
686,2707,2017/12/13,B01,混合->灵活配置型
687,2803,2016/7/11,B01,混合->灵活配置型
688,5154,2017/9/26,B01,混合->灵活配置型
689,4518,2017/7/7,B01,混合->灵活配置型
690,1424,2015/6/24,B01,混合->灵活配置型
691,4457,2017/5/16,B03,混合->保守配置型
692,4110,2017/8/30,B01,混合->灵活配置型
693,3498,2016/12/7,C01,债券->纯债型
694,4263,2017/5/10,B01,混合->灵活配置型
695,1236,2015/5/22,A0101,积极股票型
696,4196,2017/5/24,C01,债券->纯债型
697,3499,2016/12/7,C01,债券->纯债型
698,4197,2017/5/24,C01,债券->纯债型
699,4104,2017/3/2,C01,债券->纯债型
702,4681,2017/8/18,C01,债券->纯债型
703,519335,2017/4/19,C01,债券->纯债型
704,2304,2016/1/15,B04,混合->保本型
705,5112,2017/9/28,A0202,增强指数型
706,4655,2017/6/23,C01,债券->纯债型
707,4668,2018/2/7,B01,混合->灵活配置型
709,5226,2018/1/12,B01,混合->灵活配置型
711,2638,2016/4/21,C01,债券->纯债型
712,2875,2016/8/9,B01,混合->灵活配置型
713,519714,2012/11/7,A0101,积极股票型
714,166903,2012/11/15,C01,债券->纯债型
715,519185,2009/5/18,B02,混合->积极配置型
716,210006,2011/5/17,B03,混合->保守配置型
717,2876,2016/8/9,B01,混合->灵活配置型
718,2614,2016/8/9,B01,混合->灵活配置型
719,730001,2011/12/26,B02,混合->积极配置型
720,370023,2012/9/25,A0201,纯指数型
721,2615,2016/8/9,B01,混合->灵活配置型
722,5231,2017/12/7,B01,混合->灵活配置型
723,501,2014/3/19,C01,债券->纯债型
724,1485,2015/6/16,B03,混合->保守配置型
725,2664,2016/4/26,B01,混合->灵活配置型
726,2200,2016/2/3,D,货币基金
727,3989,2017/4/17,C01,债券->纯债型
728,3990,2017/4/17,C01,债券->纯债型
729,2201,2016/2/3,D,货币基金
730,2202,2016/2/3,D,货币基金
731,3987,2017/4/17,C01,债券->纯债型
732,2524,2016/3/18,C01,债券->纯债型
733,2549,2016/3/18,C01,债券->纯债型
734,2548,2016/3/18,C01,债券->纯债型
735,1809,2016/8/3,B01,混合->灵活配置型
736,3280,2016/9/22,C01,债券->纯债型
737,900,2014/12/2,B04,混合->保本型
738,2543,2016/4/28,B04,混合->保本型
739,2544,2016/4/28,B04,混合->保本型
740,165519,2013/8/16,A0201,纯指数型
741,2616,2016/4/25,B01,混合->灵活配置型
742,2617,2016/4/25,B01,混合->灵活配置型
743,2498,2016/4/25,B01,混合->灵活配置型
744,150148,2013/8/16,A0201,纯指数型
745,675100,2017/3/1,C01,债券->纯债型
746,2256,2016/4/1,B01,混合->灵活配置型
747,481006,2007/7/18,B02,混合->积极配置型
748,3334,2016/11/2,C03,债券->二级债基
749,166011,2012/3/29,A0101,积极股票型
750,163116,2015/5/14,A0201,纯指数型
751,3335,2016/11/2,C03,债券->二级债基
752,2445,2016/2/25,C01,债券->纯债型
753,2464,2016/2/26,C01,债券->纯债型
755,165,2013/9/27,B01,混合->灵活配置型
756,845,2014/12/3,B01,混合->灵活配置型
757,2438,2016/2/26,C01,债券->纯债型
758,20001,2002/5/8,B01,混合->灵活配置型
759,1802,2016/2/4,B01,混合->灵活配置型
760,996,2015/2/13,A0101,积极股票型
761,2432,2016/3/9,B04,混合->保本型
762,2242,2015/12/29,B01,混合->灵活配置型
763,750001,2012/6/20,B01,混合->灵活配置型
764,2579,2016/4/1,C01,债券->纯债型
765,960029,2016/4/15,C03,债券->二级债基
766,519768,2016/4/22,B01,混合->灵活配置型
767,519769,2016/4/22,B01,混合->灵活配置型
768,519770,2016/4/22,B01,混合->灵活配置型
769,519771,2016/4/22,B01,混合->灵活配置型
770,519127,2014/6/26,B01,混合->灵活配置型
771,3836,2016/12/22,C01,债券->纯债型
772,645,2014/5/26,D,货币基金
773,591,2014/5/20,B02,混合->积极配置型
774,618,2014/4/29,D,货币基金
775,2881,2016/6/17,C01,债券->纯债型
776,607,2014/4/29,D,货币基金
777,2882,2016/6/17,C01,债券->纯债型
778,638,2014/5/7,D,货币基金
779,2826,2016/6/21,C01,债券->纯债型
780,2557,2016/3/22,B01,混合->灵活配置型
781,686,2014/6/17,D,货币基金
782,178,2013/11/8,B01,混合->灵活配置型
783,615,2014/6/25,D,货币基金
784,611,2014/5/7,C04,债券->理财债基
785,3952,2017/3/20,C01,债券->纯债型
786,588,2014/3/25,D,货币基金
787,5000,2017/9/29,B02,混合->积极配置型
788,4099,2017/5/8,B01,混合->灵活配置型
789,581,2014/3/17,D,货币基金
790,539,2014/2/14,D,货币基金
791,478,2014/1/27,A0202,增强指数型
792,519733,2014/1/28,C03,债券->二级债基
793,519735,2014/1/28,C03,债券->二级债基
794,758,2014/8/29,D,货币基金
795,785,2014/9/16,D,货币基金
796,786,2014/9/16,D,货币基金
797,218,2016/4/13,J01,商品ETF
798,4921,2017/10/17,C01,债券->纯债型
799,1803,2016/2/4,B01,混合->灵活配置型
800,2336,2016/3/11,C01,债券->纯债型
801,2134,2016/3/1,B01,混合->灵活配置型
802,2361,2016/2/4,C03,债券->二级债基
803,2362,2016/2/4,C03,债券->二级债基
804,2350,2016/2/3,B04,混合->保本型
805,2693,2016/5/19,C03,债券->二级债基
806,519519,2006/4/13,C03,债券->二级债基
807,519007,2006/5/25,B01,混合->灵活配置型
808,360006,2006/9/14,B02,混合->积极配置型
809,4922,2017/10/17,C01,债券->纯债型
810,884,2014/12/19,A0101,积极股票型
811,4089,2016/12/26,C01,债券->纯债型
812,4090,2016/12/26,C01,债券->纯债型
813,3448,2016/12/21,C01,债券->纯债型
814,903,2014/12/4,D,货币基金
815,739,2015/1/29,B01,混合->灵活配置型
816,973,2015/1/16,C03,债券->二级债基
817,905,2015/1/27,D,货币基金
818,972,2015/4/10,B01,混合->灵活配置型
819,1155,2015/4/3,B04,混合->保本型
820,3449,2016/12/21,C01,债券->纯债型
821,1252,2015/5/13,B01,混合->灵活配置型
822,3888,2016/12/22,C01,债券->纯债型
823,3892,2016/12/5,C03,债券->二级债基
824,4525,2017/7/4,B03,混合->保守配置型
825,5146,2017/11/24,B01,混合->灵活配置型
826,3861,2016/12/6,B01,混合->灵活配置型
827,3862,2016/12/6,B01,混合->灵活配置型
828,3694,2016/12/9,B01,混合->灵活配置型
829,3695,2016/12/9,B01,混合->灵活配置型
830,160523,2016/9/7,C01,债券->纯债型
831,3207,2016/9/7,C01,债券->纯债型
832,3774,2016/12/15,B03,混合->保守配置型
833,3775,2016/12/15,B03,混合->保守配置型
834,3260,2016/9/7,C01,债券->纯债型
835,734,2014/8/25,D,货币基金
836,2701,2016/5/26,C03,债券->二级债基
837,2702,2016/5/26,C03,债券->二级债基
838,1459,2015/8/18,A0201,纯指数型
839,1458,2015/8/18,A0201,纯指数型
840,1456,2015/8/4,B01,混合->灵活配置型
841,1670,2015/11/27,B01,混合->灵活配置型
842,2530,2016/4/7,B04,混合->保本型
843,2161,2017/5/2,B01,混合->灵活配置型
844,2654,2016/6/16,B01,混合->灵活配置型
845,2628,2016/5/25,B04,混合->保本型
846,2629,2016/5/25,B04,混合->保本型
847,50015,2010/7/27,E,QDII
848,1419,2015/6/16,B01,混合->灵活配置型
849,3742,2016/12/2,C01,债券->纯债型
850,5141,2017/12/27,B03,混合->保守配置型
851,2314,2016/1/25,B01,混合->灵活配置型
852,3684,2016/12/22,B01,混合->灵活配置型
853,3685,2016/12/22,B01,混合->灵活配置型
854,1340,2015/5/25,B01,混合->灵活配置型
855,4638,2018/1/12,C01,债券->纯债型
856,4882,2018/1/10,C01,债券->纯债型
860,1341,2015/5/25,B01,混合->灵活配置型
861,3324,2016/11/2,C01,债券->纯债型
862,162605,2005/3/16,B02,混合->积极配置型
863,3325,2016/11/2,C01,债券->纯债型
864,2746,2016/6/3,B01,混合->灵活配置型
865,2471,2016/4/13,C03,债券->二级债基
866,4464,2017/6/7,C01,债券->纯债型
867,4465,2017/6/7,C01,债券->纯债型
868,3416,2016/11/2,A0101,积极股票型
869,100070,2012/12/18,C01,债券->纯债型
870,161030,2015/6/25,A0201,纯指数型
871,160706,2005/8/29,A0201,纯指数型
872,3760,2017/8/1,B01,混合->灵活配置型
873,3761,2017/8/1,B01,混合->灵活配置型
874,70029,2011/12/28,D,货币基金
875,700002,2011/12/20,A0202,增强指数型
876,161819,2011/12/8,A0201,纯指数型
877,3062,2016/8/5,B01,混合->灵活配置型
878,3063,2016/8/5,B01,混合->灵活配置型
879,3046,2016/9/2,E,QDII
880,3047,2016/9/2,E,QDII
881,3095,2016/9/29,B02,混合->积极配置型
882,679,2014/8/12,B01,混合->灵活配置型
883,747,2014/9/4,B01,混合->灵活配置型
884,746,2014/9/3,A0101,积极股票型
885,598,2014/9/10,B01,混合->灵活配置型
886,761,2014/9/23,A0101,积极股票型
887,781,2014/9/26,C01,债券->纯债型
888,782,2014/9/26,C01,债券->纯债型
889,287,2014/1/22,C03,债券->二级债基
890,288,2014/1/22,C03,债券->二级债基
891,2731,2016/11/11,B01,混合->灵活配置型
892,2778,2016/11/11,B01,混合->灵活配置型
893,3187,2016/8/25,B01,混合->灵活配置型
894,519698,2009/4/10,B02,混合->积极配置型
895,590003,2009/10/28,B01,混合->灵活配置型
896,2823,2016/8/30,B01,混合->灵活配置型
897,2824,2016/8/30,B01,混合->灵活配置型
898,630107,2010/8/9,C03,债券->二级债基
899,206006,2010/10/12,E,QDII
900,4425,2017/6/21,C03,债券->二级债基
901,4426,2017/6/21,C03,债券->二级债基
902,1635,2015/12/7,B01,混合->灵活配置型
903,1636,2015/12/7,B01,混合->灵活配置型
904,100039,2010/5/12,B02,混合->积极配置型
905,192,2013/6/25,C01,债券->纯债型
906,191,2013/6/25,C01,债券->纯债型
907,4865,2017/7/20,D,货币基金
908,40046,2013/8/2,E,QDII
909,4866,2017/7/20,D,货币基金
910,3156,2016/8/24,C01,债券->纯债型
911,60,2013/6/26,A0201,纯指数型
912,3157,2016/8/24,C01,债券->纯债型
913,3131,2016/9/27,B01,混合->灵活配置型
914,4292,2017/4/6,A0101,积极股票型
915,419,2014/11/25,C01,债券->纯债型
916,420,2014/11/25,C01,债券->纯债型
917,877,2014/12/17,B01,混合->灵活配置型
918,859,2014/11/14,C03,债券->二级债基
919,712,2014/11/25,D,货币基金
920,3096,2016/9/29,B02,混合->积极配置型
921,713,2014/11/25,D,货币基金
922,3158,2016/9/29,B03,混合->保守配置型
923,882,2014/11/28,D,货币基金
924,883,2014/11/28,D,货币基金
925,940,2015/1/23,B02,混合->积极配置型
926,1733,2016/8/30,A0101,积极股票型
927,945,2015/2/2,B01,混合->灵活配置型
928,3053,2016/9/7,A0101,积极股票型
929,946,2015/2/2,B01,混合->灵活配置型
930,717,2015/1/16,B01,混合->灵活配置型
931,950,2015/1/22,A0201,纯指数型
932,969,2015/2/6,B01,混合->灵活配置型
933,3054,2016/9/7,A0101,积极股票型
934,3104,2016/9/13,B03,混合->保守配置型
935,1007,2015/1/26,B01,混合->灵活配置型
936,3808,2017/3/24,B03,混合->保守配置型
937,3477,2016/12/21,B03,混合->保守配置型
938,3254,2016/9/23,C03,债券->二级债基
939,3255,2016/9/23,C03,债券->二级债基
940,159901,2006/3/24,A0201,纯指数型
941,1221,2015/5/13,B03,混合->保守配置型
942,1281,2015/5/18,B01,混合->灵活配置型
943,3241,2016/9/27,B01,混合->灵活配置型
944,3242,2016/9/27,B01,混合->灵活配置型
945,184702,1992/3/13,A0101,积极股票型
946,1185,2015/4/15,B01,混合->灵活配置型
947,512100,2016/9/29,A0201,纯指数型
948,1597,2015/11/17,B01,混合->灵活配置型
949,1501,2015/11/17,B01,混合->灵活配置型
950,1745,2017/5/12,B01,混合->灵活配置型
951,4521,2017/7/20,B01,混合->灵活配置型
952,160513,2014/6/10,C02,债券->一级债基
953,789,2014/9/12,D,货币基金
954,80008,2011/10/26,B01,混合->灵活配置型
955,110035,2011/12/1,C02,债券->一级债基
956,5273,2017/12/22,C03,债券->二级债基
957,519908,2013/4/12,B02,混合->积极配置型
958,89,2013/4/25,C04,债券->理财债基
959,820,2014/11/14,A0202,增强指数型
960,1141,2015/3/30,B01,混合->灵活配置型
961,1148,2015/3/31,B01,混合->灵活配置型
962,1201,2015/4/28,B01,混合->灵活配置型
963,50030,2013/2/1,E,QDII
964,3434,2016/10/17,B01,混合->灵活配置型
965,2247,2015/12/24,D,货币基金
966,3997,2017/5/4,D,货币基金
967,4453,2017/3/21,B01,混合->灵活配置型
968,750002,2012/9/25,C01,债券->纯债型
969,2077,2015/12/8,D,货币基金
970,2078,2015/12/8,D,货币基金
971,1316,2015/5/25,B01,混合->灵活配置型
972,402,2014/5/16,C01,债券->纯债型
973,926,2015/2/3,B01,混合->灵活配置型
974,2421,2016/4/13,C03,债券->二级债基
975,1495,2015/7/3,B03,混合->保守配置型
977,892,2015/7/23,B01,混合->灵活配置型
978,2765,2016/7/13,C03,债券->二级债基
979,1710,2016/12/9,B01,混合->灵活配置型
980,2426,2016/6/3,E,QDII
981,3731,2016/11/16,C01,债券->纯债型
982,3438,2016/11/8,C01,债券->纯债型
983,1014,2015/2/12,B01,混合->灵活配置型
984,519209,2016/9/18,C01,债券->纯债型
985,3324,2016/11/2,C01,债券->纯债型
986,1714,2015/12/30,A0101,积极股票型
987,3772,2016/11/30,B03,混合->保守配置型
988,1779,2015/10/20,C03,债券->二级债基
989,3495,2016/10/25,B01,混合->灵活配置型
990,3044,2016/8/30,B03,混合->保守配置型
991,4318,2017/3/23,C01,债券->纯债型
992,3432,2016/10/21,B01,混合->灵活配置型
993,3048,2016/7/26,C01,债券->纯债型
994,2788,2016/11/10,D,货币基金
995,1635,2015/12/7,B01,混合->灵活配置型
996,550015,2017/8/31,B01,混合->灵活配置型
997,4312,2017/2/16,B01,混合->灵活配置型
998,467,2016/4/7,C03,债券->二级债基
999,4464,2017/6/7,C01,债券->纯债型
1000,4856,2017/8/2,A0201,纯指数型
1001,185,2013/10/31,C03,债券->二级债基
1002,763,2014/9/19,B01,混合->灵活配置型
1003,1094,2015/4/23,D,货币基金
1004,1231,2015/4/24,B01,混合->灵活配置型
1005,1199,2015/5/15,C03,债券->二级债基
1006,1232,2015/5/6,D,货币基金
1007,2146,2016/2/22,B03,混合->保守配置型
1008,4854,2017/7/31,A0201,纯指数型
1009,519508,2006/5/24,D,货币基金
1010,373,2014/11/28,A0201,纯指数型
1011,217,2013/8/22,J01,商品ETF
1012,4518,2017/7/7,B01,混合->灵活配置型
1013,259,2013/8/21,B01,混合->灵活配置型
1014,3017,2016/9/26,A0201,纯指数型
1015,2728,2016/9/7,B01,混合->灵活配置型
1016,2729,2016/9/7,B01,混合->灵活配置型
1017,4519,2017/7/7,B01,混合->灵活配置型
1018,199,2013/8/12,B01,混合->灵活配置型
1019,519731,2013/8/13,C03,债券->二级债基
1020,519730,2013/8/13,C03,债券->二级债基
1021,194,2013/8/7,C01,债券->纯债型
1022,161022,2013/9/12,A0201,纯指数型
1023,254,2013/9/6,C01,债券->纯债型
1024,255,2013/9/6,C01,债券->纯债型
1025,2904,2016/6/24,C01,债券->纯债型
1026,202,2013/9/13,C01,债券->纯债型
1027,2905,2016/6/24,C01,债券->纯债型
1028,315,2013/10/22,B01,混合->灵活配置型
1029,328,2013/11/25,B01,混合->灵活配置型
1030,2970,2016/7/15,C01,债券->纯债型
1031,371,2013/10/18,D,货币基金
1032,336,2013/11/5,B01,混合->灵活配置型
1033,160136,2015/6/3,A0201,纯指数型
1034,168205,2015/6/5,A0201,纯指数型
1035,1993,2015/11/19,C01,债券->纯债型
1036,2519,2016/4/28,C01,债券->纯债型
1037,160721,2013/2/5,C01,债券->纯债型
1038,470021,2013/1/24,B01,混合->灵活配置型
1039,471021,2013/1/24,C04,债券->理财债基
1040,217027,2013/2/5,A0201,纯指数型
1041,160218,2013/2/6,A0201,纯指数型
1042,3239,2016/9/29,C01,债券->纯债型
1043,160811,2012/12/27,C01,债券->纯债型
1044,4110,2017/8/30,B01,混合->灵活配置型
1045,4111,2017/8/30,B01,混合->灵活配置型
1046,70088,2012/12/17,D,货币基金
1047,4104,2017/3/2,C01,债券->纯债型
1048,167002,2016/9/20,B01,混合->灵活配置型
1049,450010,2011/8/2,B01,混合->灵活配置型
1050,501023,2016/9/29,A0201,纯指数型
1051,377240,2011/7/13,B02,混合->积极配置型
1052,519704,2011/6/22,B02,混合->积极配置型
1053,162214,2011/1/26,B02,混合->积极配置型
1054,217018,2011/3/17,C03,债券->二级债基
1055,470028,2011/3/29,B02,混合->积极配置型
1056,270026,2011/6/9,A0201,纯指数型
1057,165525,2016/7/27,A0201,纯指数型
1058,70022,2011/5/31,B02,混合->积极配置型
1059,160919,2014/12/26,A0101,积极股票型
1060,513660,2014/12/23,E,QDII
1061,150209,2014/12/17,A0201,纯指数型
1062,5414,2017/12/28,A0201,纯指数型
1063,150210,2014/12/17,A0201,纯指数型
1065,80016,2012/10/26,C04,债券->理财债基
1066,80017,2012/10/26,C04,债券->理财债基
1067,20032,2012/12/11,D,货币基金
1068,20031,2012/12/11,D,货币基金
